User,Date,Id,IcecreamId
patsy,2020-07-13 18:18:15,92FD2855-C015-3DA7-5BC7-71938F8A4565,4
patsy,2020-08-21 22:31:33,E8BD5B46-8138-6B27-44F9-670791077567,9
Anna,2020-09-25 21:54:51,DE0D32BC-14BA-7ED6-5E6A-BFE723F2E847,9
lance.topper,2020-08-25 11:09:19,42023781-DB7D-D769-B9BB-8A290966BF91,10
robert,2020-05-11 12:04:08,6BEEFCAA-4EBE-6929-F52D-488B64E5187C,5
Lara,2020-08-08 10:11:55,34000794-5C99-5AE1-F456-A81A4F518525,5
lance.topper,2020-07-02 20:10:36,B16403C5-3973-7439-7B36-1FBE53876E78,2
Anna,2020-04-17 08:19:09,955B328C-66DC-65F3-E189-9FD95A2B12D2,2
mdoe,2020-12-01 19:22:13,028612A5-E27F-5BF6-EDF6-6BEBE26DEF09,6
msimpson,2020-05-14 17:59:27,384C40FA-5D4A-7E54-765E-6E9D2E31CB7F,8
nicktrog,2020-12-15 11:40:25,36489B56-C1EA-8B83-7967-189FACA363B2,9
Lara,2020-06-14 22:23:46,B57D792D-E3E4-76BB-D67F-38F98A68783F,7
mdoe,2020-06-14 23:05:28,E593C73A-AFF4-4FD5-674D-B11F07E97B15,5
Anna,2020-12-14 23:27:37,6C6176F9-418B-9DE6-9977-CD6D1E9BFBFE,2
Lara,2020-03-25 14:42:00,62DC15AF-9309-4EE2-E857-8CA3BA74D2D4,5
Anna,2020-06-11 01:49:12,E939FE19-4A77-938F-832C-3D2FCAE00ABB,6
patsy,2020-08-23 16:08:25,EC7D1E54-7D05-BBC9-80A0-B2F7F46C7936,5
Anna,2020-05-13 10:34:03,0184B6F2-BF7D-2D2A-B15A-D53341CFA487,3
prider,2020-07-14 22:20:36,9D4E085F-A015-0F0A-4BC6-F4B0232299D1,4
msimpson,2020-07-18 13:10:24,0CB383D6-6B62-8B9D-16D4-128A10AE82D6,8
Anna,2020-09-30 06:47:56,5D072109-E4E9-4D45-8096-85C3EFBEB90A,1
Jess,2020-09-28 17:16:29,93534AF7-E76E-4EDE-1CED-3C733E57F3C7,2
Anna,2020-09-19 13:44:22,81F846C8-E4E5-34BB-4EA5-E839032763C8,3
Anna,2020-11-23 18:23:23,659C835F-381E-E60C-2780-5E30147C0FAE,7
mdoe,2020-06-17 21:32:09,D6F41658-9EA4-F15B-64E0-6698FDDA292C,5
butters,2020-12-12 04:25:19,5BC4CB38-322A-477E-C79E-B982CE439A38,3
saraht,2020-12-23 20:42:50,9E86488D-65CA-6462-416F-DBAA3C106941,8
prider,2020-12-23 04:13:24,35744CEA-3B82-8079-8B5A-D3209F88BB2E,8
patsy,2020-05-19 11:18:17,8814981C-BD97-1267-121F-B2CA529E42C6,3
lance.topper,2020-08-05 18:07:03,8ED31573-28D9-ACE2-4E2E-3758D5567E4F,10
nicktrog,2020-12-18 07:20:28,0B842E7A-B094-FBE7-EF89-8B34C926EE7C,8
msimpson,2020-03-08 19:59:15,63855C2A-B7EB-B26B-D1F4-F72B6528ABCC,7
john,2020-03-06 23:59:05,38E1FB62-1446-B1F0-E396-5FCF96303597,5
butters,2020-07-16 23:17:46,8619D68E-E40B-60E8-2871-126E9CDDD6FD,7
msimpson,2020-04-30 00:41:51,FACD69B2-E4D6-34AE-C635-0F016AF4A72D,5
Lara,2020-04-15 11:23:20,86AADE60-E669-8BA4-022D-52890E9E00BE,9
Anna,2020-07-09 20:32:08,960E20CB-6094-0D78-7AC1-340DE035F705,10
robert,2020-12-18 12:12:19,B83BAD50-7048-DC2A-22B9-3AA928143EA5,5
Lara,2020-09-08 11:01:15,88EDA2E3-3089-4319-03ED-C35D6B111459,3
john,2020-06-27 14:02:27,2A76992E-D49F-15ED-128E-71218890B7BE,5
John Doe,2020-02-13 07:06:42,B3C5CBD4-F2C5-1DE4-E343-0A05E0E8DD68,10
Jess,2020-06-28 03:12:04,81BF9CC1-AEAA-2C93-3F44-F880F8CBEAF3,6
mdoe,2020-10-16 03:16:35,FD172090-1D9A-98C7-C2AD-8E9717C80A57,9
prider,2020-04-22 21:54:20,9174F439-19A4-1B15-285A-AF14E40EEC53,10
msimpson,2020-03-09 05:35:13,5E0B6A63-37C9-3951-3FC9-2FC719CFC9BC,4
robert,2020-10-03 19:41:21,F070EBD6-BDE4-6F3B-2276-E1A1C5B31C10,1
msimpson,2020-01-23 17:43:04,B8788612-EF06-4341-D005-1DD8D12081E3,4
John Doe,2020-10-01 15:26:50,7BB522F8-4BD8-F9D4-0B0D-27DDC329727D,10
saraht,2020-06-23 19:56:57,589027EF-61F7-E1D4-832B-2488A6AB42D7,6
saraht,2020-12-14 10:00:14,6A1C0774-283F-6C1F-D3D9-92454D6EBD3B,9
butters,2020-03-07 04:08:59,525857BE-E271-EEC1-C8F1-B4DD44FE5BE8,10
Jess,2020-12-21 07:59:24,DF695FCA-8C04-BD9D-6808-92ECD8DA326D,5
prider,2020-02-23 21:15:16,20056508-F3B6-45ED-46BB-402D86A91A87,6
nicktrog,2020-03-05 17:53:46,28AB7649-51F7-5253-8397-AA401FE677A9,7
msimpson,2020-07-04 00:01:18,B75397F7-D745-C4E4-1630-2AF3F6BD924D,4
Jess,2020-11-12 20:23:47,72F4669B-F0EF-9810-A8B7-798830716DCD,9
msimpson,2020-02-18 23:16:38,A44D2474-61C3-CD54-0DA0-E9CAE1462DB7,1
robert,2020-09-19 18:16:54,28AEFC3E-357D-AEF0-39C3-B46000EA0B70,6
prider,2020-11-08 17:52:23,0B7AB336-2A2E-ACC4-D0C9-82BFD6B4642B,7
robert,2020-04-27 00:35:54,28F77155-4055-8029-87A9-5DDCA28DCA76,4
John Doe,2020-04-23 08:06:03,4D69A215-ED42-9313-A1C1-E3E0EB7B5218,9
robert,2020-09-07 03:10:27,2964FE45-3B6F-59B2-C227-8D17155C8ED2,5
Lara,2020-02-01 09:21:03,EE3CE5E1-5CF1-23BA-9A52-77DC807A2A1D,3
robert,2020-07-02 02:56:03,563AED0C-8460-0D43-DD8E-7FAE344639EE,5
john,2020-12-23 11:28:42,64FDFDC4-0313-07B4-CF9B-C648BC6B7D9F,8
patsy,2020-10-23 05:14:15,C7BF5FEA-7295-95F6-B1BD-EFCEDD4CC848,2
patsy,2020-04-21 19:00:16,B5CC44C5-A848-F116-F48B-A216DAD7B5E2,8
Lara,2020-10-10 05:50:01,9DDEBBB8-8A86-636E-3322-EE2E2A429B7A,8
butters,2020-12-30 19:28:28,B7939A12-D102-6943-F18C-949B39750BCB,9
robert,2020-10-25 07:44:06,1CC480DE-56FE-B514-50A1-F597318C9F6A,5
robert,2020-05-27 00:34:13,F485B36B-784F-A743-AF74-6826D2552DE3,5
mdoe,2020-12-28 19:26:16,4C277E9E-1D7D-D435-BEA8-1D3D0585FA6F,6
Jess,2020-12-24 16:09:46,5061CF7C-30BC-1D26-664D-2E18E34CA6AD,5
John Doe,2020-09-02 23:23:26,5673D531-7380-04E7-1E29-BB08C01DFBBE,4
saraht,2020-01-14 11:35:21,03BE94A0-E5C2-6C66-1114-CAFAA19C32DB,10
lance.topper,2020-09-20 18:46:33,40506B9D-271F-C454-C2D8-B594A1DDBEB1,10
nicktrog,2020-07-14 18:07:57,AFE6AB19-A479-7AA4-48B4-37907A02D953,4
John Doe,2020-06-01 07:58:20,DED7486C-3353-AEB1-155F-A2711545808E,5
Lara,2020-01-27 23:10:10,6686DB51-2AF4-798B-D83F-26C82B61EEF8,7
prider,2020-07-20 22:06:10,4DBA0C79-9324-E864-E5FE-E6C0F3996B23,8
Lara,2020-10-11 21:49:27,F3FA641A-6EA2-ED4B-322F-C1FF6BD2D7F3,3
saraht,2020-01-26 06:47:36,F9F23790-A11E-2647-8E39-B5E012266249,6
patsy,2020-05-24 20:26:25,DAE27103-225B-58D7-8088-BBB0EBF89FB0,9
lance.topper,2020-01-24 18:12:25,9065E9BD-2423-FBF9-9A54-707DE2E7EADB,9
nicktrog,2020-01-07 05:44:22,0718847D-F3B5-9AA3-2449-FB31B13EA040,1
msimpson,2020-02-28 03:15:53,6EC70AA1-8D8B-DBD7-CB13-43900C48B693,8
saraht,2020-10-22 22:31:44,252D5024-2612-B7CB-D177-7E48A43AEDB3,1
butters,2020-03-15 03:52:56,55F2A063-52E5-3904-40B9-0890B294E8C8,10
Jess,2020-12-01 11:59:58,BF45386C-300B-9141-9628-84B8D0349C0B,3
patsy,2020-09-01 10:23:55,B79E9165-45B9-D818-5A69-A1254254DBB0,6
butters,2020-08-15 20:10:24,A6B4B33E-11D4-C1C9-FA43-5864EE200D67,2
prider,2020-01-13 15:39:27,7230F5A1-95E8-9A3F-BA2E-39D4C437EEE3,9
patsy,2020-08-15 08:15:25,9ECB319E-21D3-1B5A-A9F4-F7663410B8E8,2
butters,2020-09-11 23:51:10,B2B9780C-8445-8E47-1FA2-44D367F75479,6
butters,2020-07-12 04:03:23,595E4394-8DF2-9B5A-E1CB-12E391BDC7BF,6
Anna,2020-07-16 15:55:23,BCF69595-3F9F-9AC8-257E-AFF7184F6301,6
mdoe,2020-11-02 22:23:09,AF23D5B5-6DFC-6D90-BE15-05863813D343,5
john,2020-01-05 10:52:53,F73CF8AC-B6CB-08EC-E55E-D5ECDEC44EF5,9
robert,2020-04-24 08:19:27,B0A403BF-A992-0363-B1D7-A30E375F9470,2
john,2020-03-04 20:59:29,56C2BDF6-2D4F-33AA-5A91-69AC1B073DAD,4
Anna,2020-11-28 13:59:08,3FEDBC06-17F1-9331-1FD7-2029925A01B0,7
patsy,2020-06-12 15:41:59,B76F5CEB-3279-2024-BDBF-A076D18E8E4A,1
nicktrog,2020-11-29 03:40:16,68286B95-29DA-4B64-0279-B4731893A104,5
mdoe,2020-04-14 00:55:28,3A6D8216-62E5-B6B3-8FE3-793F7B18DBDE,3
lance.topper,2020-07-16 13:22:51,14D4B00E-D7AB-DD04-572D-3B5DCC55CBDA,10
saraht,2020-03-28 07:04:56,4827B38C-8DD5-97B6-79DF-E836711DBE57,7
lance.topper,2020-02-13 17:04:08,1807CACA-A568-CB73-887C-E0CAC889342C,7
john,2020-05-15 20:29:33,051D5FFD-AD7F-EA53-17DF-2F880554A9FB,9
butters,2020-12-10 04:20:53,2F78D942-ED9D-73F3-7701-B0A3C7DFE647,2
msimpson,2020-11-07 14:50:58,5ADE5B85-1C7D-054C-8C89-F14E7322A18F,3
butters,2020-07-29 12:13:21,A91C8B94-6F02-37C0-CD53-568F5E5E24D0,3
msimpson,2020-03-29 06:54:09,67A4124E-C0FB-3199-529C-CE9AA5D49251,9
Jess,2020-06-26 08:41:54,09C231A3-598D-7244-4BD2-CA81ECA36B56,9
Lara,2020-08-20 20:21:30,C645C9C2-A22E-8CDE-0F4B-C80B149BA5B0,2
John Doe,2020-05-21 12:36:21,43E36B57-63CD-2B43-9526-1E7536239999,3
butters,2020-12-01 12:49:08,71A69920-8BEE-E74C-1059-92A77115AC58,2
butters,2020-12-29 06:42:48,027D0696-B6D3-4C27-6B43-492DF41B8B8D,4
patsy,2020-05-02 12:16:42,CBC82801-85D8-584E-5297-7F9156F55012,2
patsy,2020-03-07 12:11:33,EAB05774-A0A1-1B76-CE54-23628094A4C2,10
lance.topper,2020-11-25 04:21:57,0C863994-D654-7A2B-E70A-C282FA7A001A,3
John Doe,2020-05-15 15:18:21,A22F23B9-D68F-9DBE-2856-36870A011042,7
lance.topper,2020-06-09 01:33:40,60F07761-D415-FED2-766B-800CA46FAF91,7
John Doe,2020-11-28 01:17:13,843BCCE0-0C99-DA3D-A54F-3A92F76A6FE6,9
Lara,2020-03-13 07:44:05,71A23F36-6A6F-2B68-DEF8-FBFB7BA0F397,10
saraht,2020-05-16 06:57:39,F1164655-E2BC-7FD2-0237-899D3E3AB0B8,9
Lara,2020-05-17 07:32:50,B705C02E-050A-FD57-E692-494D99569C97,8
Jess,2020-11-04 04:35:04,3A999B42-EFBA-ED9B-B17B-8BCE48507EA2,2
john,2020-08-20 21:57:18,85D8C7DD-F943-FA09-6BD4-5AFB0480928D,8
patsy,2020-08-25 01:07:50,D456F2F3-B820-A6F9-54EE-8CC993647A33,5
Lara,2020-06-21 12:30:41,73A3F480-D64C-F869-2EBB-503D6B2ED94D,1
mdoe,2020-12-16 19:54:13,C63D60CC-A646-88B1-9B0D-C831809BC2BD,4
msimpson,2020-01-12 11:26:15,00D5E543-4741-9147-F947-302D946976AF,1
mdoe,2020-03-05 23:02:37,C7677315-E084-910B-DF28-F48667AAD1ED,7
Jess,2020-10-16 07:50:48,BAE46994-7760-59EE-711A-A57BF0FEE8CB,10
patsy,2020-12-30 02:19:57,EB386A6A-4785-8FA1-705C-C6F2FAE4B463,10
prider,2020-09-23 20:46:34,E3FB2028-C4EB-E8A6-2D8E-47BDF45C1AD1,10
prider,2020-09-07 03:37:57,6010FD62-CD2A-15B8-FEA7-DB1DAACF84FE,8
robert,2020-09-30 15:30:56,C62C6FC3-E965-8720-35A5-B797184FED71,7
msimpson,2020-04-07 07:03:05,6464FE33-087B-AAB9-7560-5F94613852B9,9
mdoe,2020-01-23 08:17:53,D0D5485C-0A73-E4EE-7BF2-B9D4F2E90903,1
nicktrog,2020-05-02 00:02:44,47DAE308-BB25-A0EF-2844-C5E14BD27FC4,4
patsy,2020-08-18 21:30:46,0C5EF0ED-7160-16AF-2F0D-A462DC5B4E86,5
msimpson,2020-09-12 09:17:55,377B613C-4164-88A2-3AD3-F3C3FA4D881D,4
Lara,2020-09-27 09:48:16,39AB93B2-D7C4-A6FC-BD1C-C9D3A80D9B16,6
msimpson,2020-07-12 01:54:33,87E6488D-DCFE-E060-B006-01FEBB8C4CCF,4
lance.topper,2020-08-29 23:53:10,F1D0D2B3-6941-32F8-EBD4-4ED8EF47D5B7,1
john,2020-01-23 13:13:08,C1FF0618-7D8C-1753-EE54-52E114662B04,5
nicktrog,2020-03-30 05:18:21,58BCEF8F-8A21-DC91-CE8B-930E4311B69D,6
john,2020-01-22 06:26:18,D423BC78-CE38-6E9A-EA2A-871D0E7E6470,6
john,2020-02-25 07:31:56,64B9883D-E522-709F-DEC4-B8CFEDDE4783,5
saraht,2020-10-05 11:15:29,D25D3BCD-502E-D2D8-7782-1649F79D9611,6
patsy,2020-05-14 00:55:19,C65FFA8F-5A83-C2DB-5068-E6E728CFA3DF,7
patsy,2020-01-26 03:31:11,26AD4A19-9910-5532-1E24-C43ABF3A0140,9
Jess,2020-04-03 05:26:25,D25F5261-6B6D-0F10-1423-4268C13ED0C4,4
mdoe,2020-12-26 16:15:02,51442046-3F72-D981-A2C8-4708DC102B07,8
John Doe,2020-04-05 09:09:03,BAAAC25E-2EC5-F796-E310-B92E9DE95CD3,8
prider,2020-09-08 07:07:01,2F818D50-11BC-A2A5-08AE-6C75112DAB7D,2
mdoe,2020-09-07 16:02:02,07ECDA74-77AB-803B-83CD-1E819B7928C9,5
John Doe,2020-01-01 22:58:49,6CAF0F12-A982-25F8-189E-0C6DFEFCEF99,9
Lara,2020-08-17 16:43:04,EA278F7A-E39E-3506-469E-74D6FA39E27D,4
Anna,2020-08-02 02:45:11,45545F8A-D606-20D1-FA43-8C18B0088D9D,2
butters,2020-12-04 12:18:00,B2263826-0817-B211-6ECE-2FA504B47752,10
patsy,2020-05-22 02:41:08,82D0AA47-2867-D253-6180-5FA6B8984745,9
patsy,2020-11-16 07:26:26,C0C1EE13-DFDB-C89B-DDAD-EB102B41D435,2
patsy,2020-07-19 12:53:47,6D2E2F51-9450-A69B-7BEB-DBB96A15B6ED,7
lance.topper,2020-06-23 07:43:04,FC25BFE5-7471-E357-6DD2-E5A120371830,5
robert,2020-05-07 09:12:34,C05AF211-69F1-0AE0-C67C-DB2A67631460,5
Jess,2020-12-21 04:53:51,D03253C1-667A-D757-9B5A-5CB5B0E3C0EA,1
john,2020-03-08 00:41:55,89FD2BD3-A0E5-E9E2-D296-8ED1A5BC0D3E,5
Anna,2020-04-21 15:07:35,DF5DDB3B-1083-ECF0-5F58-729D105B631E,9
mdoe,2020-03-21 22:41:25,410F7CF6-0536-F820-4B1F-6D592AA8CCFA,3
robert,2020-04-29 02:23:04,097A268A-D1CD-D8DB-2BDB-07A82EBAE0C0,5
Anna,2020-08-19 07:25:47,5E85D5D4-C877-2A5D-DAD2-0DE8CAA2051C,6
john,2020-11-08 17:13:27,2F448213-32E1-A74A-8A79-83AC38CF8BA6,7
Jess,2020-12-31 16:32:12,1D212DD6-94C1-9C4B-3D75-D324D128D0E8,7
robert,2020-07-25 12:09:44,462B2F76-B44B-B564-CC6F-2EDECAB55835,3
nicktrog,2020-10-25 22:57:34,71F7D1D5-25C9-0B5F-196E-3EA1460B4F5C,4
patsy,2020-05-05 04:35:26,1058EA1E-5573-567F-9B3C-551902E1AF2A,4
John Doe,2020-06-20 14:55:19,B733391B-1644-1A92-F359-16E9CE262FA9,3
lance.topper,2020-03-07 23:38:31,08130912-F9E8-F980-20B9-F4D5D9BAA0FE,3
nicktrog,2020-11-18 05:27:48,A7721A20-87D9-BF83-C6F5-2BC86F11ADD7,9
msimpson,2020-02-02 13:52:05,9088CED6-E254-A1EF-31A5-D40A016FE13A,1
Anna,2020-07-03 20:51:38,8E88BA4C-3AA5-760D-CFA8-F16F09CCDE56,8
john,2020-12-23 10:42:33,99F59C25-FA6D-7344-9D2D-5266916007B8,2
saraht,2020-02-09 13:00:24,338B9797-F871-9C9C-BAF1-24F4B739FCE2,2
Anna,2020-07-10 23:05:25,32F45F60-2491-39A2-616C-28549D5B369B,5
msimpson,2020-03-08 15:12:17,454403A6-ACD6-DFE8-1BC0-57B093AC85BF,7
lance.topper,2020-12-13 11:32:21,38D2DFCD-4A11-1CE6-A602-25D54DD41ECB,1
saraht,2020-12-11 07:01:25,F3386B17-31BF-C605-C787-85BF6DBDB941,1
nicktrog,2020-12-17 01:37:51,853C7307-B7E3-7865-8B2F-A02045467803,2
Anna,2020-03-13 10:12:01,3209C563-AE6F-69C8-6419-6C066041D358,9
patsy,2020-05-06 09:18:25,7604A3E1-8466-209D-D0AF-BEE96329933B,9
butters,2020-10-14 15:04:36,7A5D47B2-FC22-99CB-136C-4017086DED46,7
saraht,2020-11-23 20:41:54,EEDC1096-CC19-7978-9EEB-B0AC2AB599FD,6
patsy,2020-07-12 11:52:46,AFF74559-D286-FB12-62B7-99279EE556B7,2
Lara,2020-09-17 01:35:44,6F04A1D8-C751-6BF7-30AA-3C3597BF8838,3
nicktrog,2020-12-16 17:53:15,6A93C03F-D4F7-72F5-4F91-391C92E7603B,5
patsy,2020-05-17 14:54:58,632B5A04-D00E-7E76-140F-7C1EE239EF81,3
Anna,2020-12-16 15:08:53,1B6C4124-139B-DEB7-E72D-D3A0A1509AE8,5
prider,2020-02-27 02:53:47,18039BC0-E755-5EA0-74E7-F65F7BCA9BE5,8
